device_id,timestamp,alert_type,severity,message
Server-App3,2026-04-18 18:55:13,Memory Utilization High,Info,Routine telemetry scan
Switch-3,2026-04-18 18:55:16,Interface Down,Critical,Uplink trunk disconnected
Switch-3,2026-04-18 18:55:16,Port Flapping,Warning,Link instability detected
Switch-3,2026-04-18 18:55:16,Packet Loss,Minor,Link instability detected
Switch-3,2026-04-18 18:55:16,Packet Loss,Minor,Link instability detected
Router-1,2026-04-18 18:55:19,Packet Loss,Info,Routine telemetry scan
Switch-2,2026-04-18 18:55:22,Port Flapping,Info,Routine telemetry scan
Router-2,2026-04-18 18:55:25,High Latency,Info,Routine telemetry scan
Switch-1,2026-04-18 18:55:28,License Expiry,Warning,Routine telemetry scan
Router-2,2026-04-18 18:55:31,High Latency,Info,Routine telemetry scan
Switch-4,2026-04-18 18:55:34,License Expiry,Warning,Routine telemetry scan
Server-App3,2026-04-18 18:55:37,Disk Space Exhausted,Critical,Hardware boundary breached
Server-App3,2026-04-18 18:55:37,Memory Utilization High,Warning,Process starving for resources
Server-App3,2026-04-18 18:55:37,High Latency,Warning,Process starving for resources
Server-App3,2026-04-18 18:55:37,Database Disconnect,Minor,Process starving for resources
Server-App3,2026-04-18 18:55:37,High Latency,Warning,Process starving for resources
Switch-1,2026-04-18 18:55:40,License Expiry,Warning,Routine telemetry scan
Server-App3,2026-04-18 18:55:43,Disk Space Exhausted,Critical,Hardware boundary breached
Server-App3,2026-04-18 18:55:43,Database Disconnect,Minor,Process starving for resources
Server-App3,2026-04-18 18:55:43,Database Disconnect,Minor,Process starving for resources
Switch-2,2026-04-18 18:55:46,Port Flapping,Info,Routine telemetry scan
Server-App3,2026-04-18 18:55:49,Memory Utilization High,Info,Routine telemetry scan
Router-2,2026-04-18 18:55:52,High Latency,Info,Routine telemetry scan
Switch-1,2026-04-18 18:55:55,Port Flapping,Info,Routine telemetry scan
Server-App3,2026-04-18 18:55:58,CPU High,Info,Routine telemetry scan
Switch-4,2026-04-18 18:56:01,Interface Down,Critical,Uplink trunk disconnected
Switch-4,2026-04-18 18:56:01,Packet Loss,Minor,Link instability detected
Switch-4,2026-04-18 18:56:01,Port Flapping,Warning,Link instability detected
Switch-4,2026-04-18 18:56:01,Port Flapping,Warning,Link instability detected
Server-App1,2026-04-18 18:56:04,Disk Space Exhausted,Critical,Hardware boundary breached
Server-App1,2026-04-18 18:56:04,Memory Utilization High,Warning,Process starving for resources
Server-App1,2026-04-18 18:56:04,Memory Utilization High,Warning,Process starving for resources
Switch-3,2026-04-18 18:56:07,Port Flapping,Info,Routine telemetry scan
Switch-3,2026-04-18 18:56:10,Port Flapping,Info,Routine telemetry scan
Switch-2,2026-04-18 18:56:13,Interface Down,Critical,Uplink trunk disconnected
Switch-2,2026-04-18 18:56:13,Port Flapping,Warning,Link instability detected
Switch-2,2026-04-18 18:56:13,Packet Loss,Minor,Link instability detected
Router-2,2026-04-18 18:56:16,High Latency,Info,Routine telemetry scan
Router-1,2026-04-18 18:56:19,Packet Loss,Info,Routine telemetry scan
Router-2,2026-04-18 18:56:22,Packet Loss,Info,Routine telemetry scan
Server-DB1,2026-04-18 18:56:25,CPU High,Info,Routine telemetry scan
Switch-3,2026-04-18 18:56:28,Interface Down,Critical,Uplink trunk disconnected
Switch-3,2026-04-18 18:56:28,Port Flapping,Warning,Link instability detected
Switch-3,2026-04-18 18:56:28,Packet Loss,Minor,Link instability detected
Switch-1,2026-04-18 18:56:31,Interface Down,Critical,Uplink trunk disconnected
Switch-1,2026-04-18 18:56:31,Packet Loss,Minor,Link instability detected
Switch-1,2026-04-18 18:56:31,Packet Loss,Minor,Link instability detected
Switch-1,2026-04-18 18:56:31,Packet Loss,Minor,Link instability detected
Router-3,2026-04-18 18:56:34,High Latency,Info,Routine telemetry scan
Server-App2,2026-04-18 18:56:37,Memory Utilization High,Info,Routine telemetry scan
Router-1,2026-04-18 18:56:40,High Latency,Info,Routine telemetry scan
Switch-3,2026-04-18 18:56:43,Port Flapping,Info,Routine telemetry scan
Switch-3,2026-04-18 18:56:46,Port Flapping,Info,Routine telemetry scan
Server-App1,2026-04-18 18:56:49,Memory Utilization High,Info,Routine telemetry scan
Router-1,2026-04-18 18:56:52,High Latency,Info,Routine telemetry scan
Server-DB1,2026-04-18 18:56:55,Memory Utilization High,Info,Routine telemetry scan
Server-App1,2026-04-18 18:56:58,Memory Utilization High,Info,Routine telemetry scan
Router-3,2026-04-18 18:57:01,Packet Loss,Info,Routine telemetry scan
Switch-2,2026-04-18 18:57:04,Port Flapping,Info,Routine telemetry scan
Router-3,2026-04-18 18:57:07,Packet Loss,Info,Routine telemetry scan
Server-App2,2026-04-18 18:57:10,CPU High,Info,Routine telemetry scan
Router-2,2026-04-18 18:57:13,Packet Loss,Info,Routine telemetry scan
Server-App1,2026-04-18 18:57:16,CPU High,Info,Routine telemetry scan
Switch-4,2026-04-18 18:57:19,Port Flapping,Info,Routine telemetry scan
Router-1,2026-04-18 18:57:22,High Latency,Info,Routine telemetry scan
Server-App1,2026-04-18 18:57:25,CPU High,Info,Routine telemetry scan
Server-App1,2026-04-18 18:57:28,CPU High,Info,Routine telemetry scan
Router-3,2026-04-18 18:57:31,High Latency,Info,Routine telemetry scan
Router-3,2026-04-18 18:57:34,High Latency,Info,Routine telemetry scan
Router-1,2026-04-18 18:57:37,Packet Loss,Info,Routine telemetry scan
Server-DB1,2026-04-18 18:57:40,Memory Utilization High,Info,Routine telemetry scan
Router-3,2026-04-18 18:57:43,High Latency,Info,Routine telemetry scan
Server-App2,2026-04-18 18:57:46,CPU High,Major,Hardware boundary breached
Server-App2,2026-04-18 18:57:46,High Latency,Warning,Process starving for resources
Server-App2,2026-04-18 18:57:46,Memory Utilization High,Warning,Process starving for resources
Router-1,2026-04-18 18:57:49,OSPF Down,Major,Peer adjacency failed
Router-1,2026-04-18 18:57:49,High Latency,Warning,Secondary network degradation
Router-1,2026-04-18 18:57:49,Packet Loss,Minor,Secondary network degradation
Server-App2,2026-04-18 18:57:52,Memory Utilization High,Info,Routine telemetry scan
Router-2,2026-04-18 18:57:55,Interface Down,Critical,Peer adjacency failed
Router-2,2026-04-18 18:57:55,Packet Loss,Minor,Secondary network degradation
Router-2,2026-04-18 18:57:55,High Latency,Warning,Secondary network degradation
Server-App3,2026-04-18 18:57:58,CPU High,Info,Routine telemetry scan
Router-1,2026-04-18 18:58:01,High Latency,Info,Routine telemetry scan
Switch-4,2026-04-18 18:58:04,Interface Down,Critical,Uplink trunk disconnected
Switch-4,2026-04-18 18:58:04,Port Flapping,Warning,Link instability detected
Switch-4,2026-04-18 18:58:04,Packet Loss,Minor,Link instability detected
Server-App3,2026-04-18 18:58:07,CPU High,Info,Routine telemetry scan
Router-2,2026-04-18 18:58:10,Interface Down,Critical,Peer adjacency failed
Router-2,2026-04-18 18:58:10,High Latency,Warning,Secondary network degradation
Router-2,2026-04-18 18:58:10,High Latency,Warning,Secondary network degradation
Router-2,2026-04-18 18:58:10,High Latency,Warning,Secondary network degradation
Router-1,2026-04-18 18:58:13,High Latency,Info,Routine telemetry scan
Server-App2,2026-04-18 18:58:16,CPU High,Info,Routine telemetry scan
Switch-2,2026-04-18 18:58:19,Interface Down,Critical,Uplink trunk disconnected
Switch-2,2026-04-18 18:58:19,Packet Loss,Minor,Link instability detected
Switch-2,2026-04-18 18:58:19,Port Flapping,Warning,Link instability detected
Router-3,2026-04-18 18:58:22,Packet Loss,Info,Routine telemetry scan
Server-DB1,2026-04-18 18:58:25,Disk Space Exhausted,Critical,Hardware boundary breached
Server-DB1,2026-04-18 18:58:25,Database Disconnect,Minor,Process starving for resources
Server-DB1,2026-04-18 18:58:25,Database Disconnect,Minor,Process starving for resources
Server-DB1,2026-04-18 18:58:25,High Latency,Warning,Process starving for resources
Server-DB1,2026-04-18 18:58:25,High Latency,Warning,Process starving for resources
Server-App2,2026-04-18 18:58:28,CPU High,Info,Routine telemetry scan
Router-1,2026-04-18 18:58:31,High Latency,Info,Routine telemetry scan
Router-3,2026-04-18 18:58:34,Packet Loss,Info,Routine telemetry scan
Server-App1,2026-04-18 18:58:37,Memory Utilization High,Info,Routine telemetry scan
Router-1,2026-04-18 18:58:40,OSPF Down,Major,Peer adjacency failed
Router-1,2026-04-18 18:58:40,High Latency,Warning,Secondary network degradation
Router-1,2026-04-18 18:58:40,Packet Loss,Minor,Secondary network degradation
Router-1,2026-04-18 18:58:40,Packet Loss,Minor,Secondary network degradation
Router-1,2026-04-18 18:58:40,High Latency,Warning,Secondary network degradation
Server-App1,2026-04-18 18:58:43,Memory Utilization High,Info,Routine telemetry scan
Switch-1,2026-04-18 18:58:46,Port Flapping,Info,Routine telemetry scan
Router-2,2026-04-18 18:58:49,BGP Down,Critical,Peer adjacency failed
Router-2,2026-04-18 18:58:49,High Latency,Warning,Secondary network degradation
Router-2,2026-04-18 18:58:49,High Latency,Warning,Secondary network degradation
Router-1,2026-04-18 18:58:52,Packet Loss,Info,Routine telemetry scan
Router-1,2026-04-18 18:58:55,Packet Loss,Info,Routine telemetry scan
Router-1,2026-04-18 18:58:58,OSPF Down,Major,Peer adjacency failed
Router-1,2026-04-18 18:58:58,Packet Loss,Minor,Secondary network degradation
Router-1,2026-04-18 18:58:58,Packet Loss,Minor,Secondary network degradation
Router-3,2026-04-18 18:59:01,High Latency,Info,Routine telemetry scan
Router-1,2026-04-18 18:59:04,High Latency,Info,Routine telemetry scan
Router-1,2026-04-18 18:59:07,Interface Down,Critical,Peer adjacency failed
Router-1,2026-04-18 18:59:07,High Latency,Warning,Secondary network degradation
Router-1,2026-04-18 18:59:07,Packet Loss,Minor,Secondary network degradation
Router-1,2026-04-18 18:59:07,Packet Loss,Minor,Secondary network degradation
Router-1,2026-04-18 18:59:07,Packet Loss,Minor,Secondary network degradation
Router-1,2026-04-18 18:59:10,Packet Loss,Info,Routine telemetry scan
Server-App2,2026-04-18 18:59:13,CPU High,Major,Hardware boundary breached
Server-App2,2026-04-18 18:59:13,Database Disconnect,Minor,Process starving for resources
Server-App2,2026-04-18 18:59:13,High Latency,Warning,Process starving for resources
Server-App2,2026-04-18 18:59:13,Database Disconnect,Minor,Process starving for resources
Server-App3,2026-04-18 18:59:16,CPU High,Info,Routine telemetry scan
Switch-1,2026-04-18 18:59:19,Interface Down,Critical,Uplink trunk disconnected
Switch-1,2026-04-18 18:59:19,Port Flapping,Warning,Link instability detected
Switch-1,2026-04-18 18:59:19,Port Flapping,Warning,Link instability detected
Router-1,2026-04-18 18:59:22,Packet Loss,Info,Routine telemetry scan
Router-3,2026-04-18 18:59:25,Packet Loss,Info,Routine telemetry scan
Switch-4,2026-04-18 18:59:28,Port Flapping,Info,Routine telemetry scan
Server-DB1,2026-04-18 18:59:31,CPU High,Info,Routine telemetry scan
Switch-2,2026-04-18 18:59:34,Port Flapping,Info,Routine telemetry scan
Server-App3,2026-04-18 18:59:37,CPU High,Info,Routine telemetry scan
Router-1,2026-04-18 18:59:40,BGP Down,Critical,Peer adjacency failed
Router-1,2026-04-18 18:59:40,High Latency,Warning,Secondary network degradation
Router-1,2026-04-18 18:59:40,High Latency,Warning,Secondary network degradation
Router-2,2026-04-18 18:59:43,High Latency,Info,Routine telemetry scan
Switch-4,2026-04-18 18:59:46,License Expiry,Warning,Routine telemetry scan
Router-3,2026-04-18 18:59:49,Packet Loss,Info,Routine telemetry scan
Switch-4,2026-04-18 18:59:52,License Expiry,Warning,Routine telemetry scan
Router-1,2026-04-18 18:59:55,High Latency,Info,Routine telemetry scan
Router-3,2026-04-18 18:59:58,OSPF Down,Major,Peer adjacency failed
Router-3,2026-04-18 18:59:58,High Latency,Warning,Secondary network degradation
Router-3,2026-04-18 18:59:58,Packet Loss,Minor,Secondary network degradation
Router-3,2026-04-18 18:59:58,Packet Loss,Minor,Secondary network degradation
Router-3,2026-04-18 18:59:58,High Latency,Warning,Secondary network degradation
Switch-2,2026-04-18 19:00:01,License Expiry,Warning,Routine telemetry scan
Server-App1,2026-04-18 19:00:04,Memory Utilization High,Info,Routine telemetry scan
Switch-3,2026-04-18 19:00:07,Port Flapping,Info,Routine telemetry scan
Switch-1,2026-04-18 19:00:10,Port Flapping,Info,Routine telemetry scan
Switch-1,2026-04-18 19:00:13,Port Flapping,Info,Routine telemetry scan
Server-DB1,2026-04-18 19:00:16,CPU High,Major,Hardware boundary breached
Server-DB1,2026-04-18 19:00:16,High Latency,Warning,Process starving for resources
Server-DB1,2026-04-18 19:00:16,High Latency,Warning,Process starving for resources
Server-DB1,2026-04-18 19:00:16,High Latency,Warning,Process starving for resources
Switch-3,2026-04-18 19:00:19,License Expiry,Warning,Routine telemetry scan
Router-1,2026-04-18 19:00:22,Packet Loss,Info,Routine telemetry scan
Server-App3,2026-04-18 19:00:25,CPU High,Info,Routine telemetry scan
Router-3,2026-04-18 19:00:28,High Latency,Info,Routine telemetry scan
Router-3,2026-04-18 19:00:31,BGP Down,Critical,Peer adjacency failed
Router-3,2026-04-18 19:00:31,High Latency,Warning,Secondary network degradation
Router-3,2026-04-18 19:00:31,High Latency,Warning,Secondary network degradation
Router-3,2026-04-18 19:00:34,Packet Loss,Info,Routine telemetry scan
Router-2,2026-04-18 19:00:37,Packet Loss,Info,Routine telemetry scan
Router-3,2026-04-18 19:00:40,High Latency,Info,Routine telemetry scan
Switch-2,2026-04-18 19:00:43,License Expiry,Warning,Routine telemetry scan
Server-App1,2026-04-18 19:00:46,Memory Utilization High,Info,Routine telemetry scan
Router-1,2026-04-18 19:00:49,High Latency,Info,Routine telemetry scan
Server-App2,2026-04-18 19:00:52,Application Crash,Critical,Hardware boundary breached
Server-App2,2026-04-18 19:00:52,High Latency,Warning,Process starving for resources
Server-App2,2026-04-18 19:00:52,Memory Utilization High,Warning,Process starving for resources
Server-App2,2026-04-18 19:00:52,High Latency,Warning,Process starving for resources
Server-App2,2026-04-18 19:00:52,Database Disconnect,Minor,Process starving for resources
Router-1,2026-04-18 19:00:55,Packet Loss,Info,Routine telemetry scan
Router-1,2026-04-18 19:00:58,High Latency,Info,Routine telemetry scan
Switch-1,2026-04-18 19:01:01,Interface Down,Critical,Uplink trunk disconnected
Switch-1,2026-04-18 19:01:01,Packet Loss,Minor,Link instability detected
Switch-1,2026-04-18 19:01:01,Port Flapping,Warning,Link instability detected
Router-2,2026-04-18 19:01:04,High Latency,Info,Routine telemetry scan
Router-3,2026-04-18 19:01:07,Packet Loss,Info,Routine telemetry scan
Switch-2,2026-04-18 19:01:10,Port Flapping,Info,Routine telemetry scan
Server-App1,2026-04-18 19:01:13,Memory Utilization High,Info,Routine telemetry scan
Switch-2,2026-04-18 19:01:16,Port Flapping,Info,Routine telemetry scan
Server-App3,2026-04-18 19:01:19,CPU High,Info,Routine telemetry scan
Server-App1,2026-04-18 19:01:22,Disk Space Exhausted,Critical,Hardware boundary breached
Server-App1,2026-04-18 19:01:22,High Latency,Warning,Process starving for resources
Server-App1,2026-04-18 19:01:22,Memory Utilization High,Warning,Process starving for resources
Switch-2,2026-04-18 19:01:25,Port Flapping,Info,Routine telemetry scan
Router-3,2026-04-18 19:01:28,Packet Loss,Info,Routine telemetry scan
Switch-1,2026-04-18 19:01:31,Port Flapping,Info,Routine telemetry scan
Server-App2,2026-04-18 19:01:34,CPU High,Info,Routine telemetry scan
Router-1,2026-04-18 19:01:37,BGP Down,Critical,Peer adjacency failed
Router-1,2026-04-18 19:01:37,Packet Loss,Minor,Secondary network degradation
Router-1,2026-04-18 19:01:37,High Latency,Warning,Secondary network degradation
Server-App3,2026-04-18 19:01:40,CPU High,Info,Routine telemetry scan
Router-2,2026-04-18 19:01:43,High Latency,Info,Routine telemetry scan
Router-3,2026-04-18 19:01:46,High Latency,Info,Routine telemetry scan
Router-3,2026-04-18 19:01:49,High Latency,Info,Routine telemetry scan
Server-App2,2026-04-18 19:01:52,Memory Utilization High,Info,Routine telemetry scan
Router-3,2026-04-18 19:01:55,Packet Loss,Info,Routine telemetry scan
Server-App3,2026-04-18 19:01:58,Memory Utilization High,Info,Routine telemetry scan
Server-App2,2026-04-18 19:02:01,CPU High,Info,Routine telemetry scan
Server-App1,2026-04-18 19:02:04,Memory Utilization High,Info,Routine telemetry scan
Server-App3,2026-04-18 19:02:07,Memory Utilization High,Info,Routine telemetry scan
Server-App3,2026-04-18 19:02:10,Disk Space Exhausted,Critical,Hardware boundary breached
Server-App3,2026-04-18 19:02:10,Memory Utilization High,Warning,Process starving for resources
Server-App3,2026-04-18 19:02:10,Memory Utilization High,Warning,Process starving for resources
Server-App3,2026-04-18 19:02:10,Database Disconnect,Minor,Process starving for resources
Server-App3,2026-04-18 19:02:10,Database Disconnect,Minor,Process starving for resources
Server-App3,2026-04-18 19:02:13,Disk Space Exhausted,Critical,Hardware boundary breached
Server-App3,2026-04-18 19:02:13,High Latency,Warning,Process starving for resources
Server-App3,2026-04-18 19:02:13,Memory Utilization High,Warning,Process starving for resources
Server-App3,2026-04-18 19:02:13,Database Disconnect,Minor,Process starving for resources
Server-App3,2026-04-18 19:02:13,Database Disconnect,Minor,Process starving for resources
Server-App3,2026-04-18 19:02:16,CPU High,Info,Routine telemetry scan
Router-3,2026-04-18 19:02:19,High Latency,Info,Routine telemetry scan
Switch-4,2026-04-18 19:02:22,Interface Down,Critical,Uplink trunk disconnected
Switch-4,2026-04-18 19:02:22,Port Flapping,Warning,Link instability detected
Switch-4,2026-04-18 19:02:22,Port Flapping,Warning,Link instability detected
Server-App1,2026-04-18 19:02:25,Memory Utilization High,Info,Routine telemetry scan
Switch-1,2026-04-18 19:02:28,Port Flapping,Info,Routine telemetry scan
Server-App2,2026-04-18 19:02:31,Memory Utilization High,Info,Routine telemetry scan
Switch-1,2026-04-18 19:02:34,License Expiry,Warning,Routine telemetry scan
Router-1,2026-04-18 19:02:37,High Latency,Info,Routine telemetry scan
Router-2,2026-04-18 19:02:40,BGP Down,Critical,Peer adjacency failed
Router-2,2026-04-18 19:02:40,Packet Loss,Minor,Secondary network degradation
Router-2,2026-04-18 19:02:40,High Latency,Warning,Secondary network degradation
Router-2,2026-04-18 19:02:40,High Latency,Warning,Secondary network degradation
Router-2,2026-04-18 19:02:40,High Latency,Warning,Secondary network degradation
Router-3,2026-04-18 19:02:43,Packet Loss,Info,Routine telemetry scan
Router-3,2026-04-18 19:02:46,High Latency,Info,Routine telemetry scan
Switch-4,2026-04-18 19:02:49,Port Flapping,Info,Routine telemetry scan
Router-2,2026-04-18 19:02:52,High Latency,Info,Routine telemetry scan
Router-2,2026-04-18 19:02:55,OSPF Down,Major,Peer adjacency failed
Router-2,2026-04-18 19:02:55,High Latency,Warning,Secondary network degradation
Router-2,2026-04-18 19:02:55,High Latency,Warning,Secondary network degradation
Server-App2,2026-04-18 19:02:58,Memory Utilization High,Info,Routine telemetry scan
Server-App1,2026-04-18 19:03:01,CPU High,Info,Routine telemetry scan
Server-App1,2026-04-18 19:03:04,Disk Space Exhausted,Critical,Hardware boundary breached
Server-App1,2026-04-18 19:03:04,Memory Utilization High,Warning,Process starving for resources
Server-App1,2026-04-18 19:03:04,Memory Utilization High,Warning,Process starving for resources
Server-App1,2026-04-18 19:03:04,Memory Utilization High,Warning,Process starving for resources
Server-App2,2026-04-18 19:03:07,CPU High,Info,Routine telemetry scan
Server-App3,2026-04-18 19:03:10,CPU High,Major,Hardware boundary breached
Server-App3,2026-04-18 19:03:10,Database Disconnect,Minor,Process starving for resources
Server-App3,2026-04-18 19:03:10,High Latency,Warning,Process starving for resources
Server-App3,2026-04-18 19:03:10,Database Disconnect,Minor,Process starving for resources
Router-1,2026-04-18 19:03:13,Packet Loss,Info,Routine telemetry scan
Server-DB1,2026-04-18 19:03:16,CPU High,Info,Routine telemetry scan
Switch-3,2026-04-18 19:03:19,Port Flapping,Info,Routine telemetry scan
Server-App1,2026-04-18 19:03:22,Disk Space Exhausted,Critical,Hardware boundary breached
Server-App1,2026-04-18 19:03:22,Database Disconnect,Minor,Process starving for resources
Server-App1,2026-04-18 19:03:22,Memory Utilization High,Warning,Process starving for resources
Router-3,2026-04-18 19:03:25,High Latency,Info,Routine telemetry scan
Switch-4,2026-04-18 19:03:28,Port Flapping,Info,Routine telemetry scan
Server-App2,2026-04-18 19:03:31,CPU High,Info,Routine telemetry scan
Server-DB1,2026-04-18 19:03:34,Memory Utilization High,Info,Routine telemetry scan
Switch-1,2026-04-18 19:03:37,License Expiry,Warning,Routine telemetry scan
Server-App3,2026-04-18 19:03:40,Memory Utilization High,Info,Routine telemetry scan
Server-App1,2026-04-18 19:03:43,CPU High,Info,Routine telemetry scan
Server-App1,2026-04-18 19:03:46,Memory Utilization High,Info,Routine telemetry scan
Router-3,2026-04-18 19:03:49,Packet Loss,Info,Routine telemetry scan
Switch-4,2026-04-18 19:03:52,Port Flapping,Info,Routine telemetry scan
Server-App1,2026-04-18 19:03:55,Memory Utilization High,Info,Routine telemetry scan
Router-1,2026-04-18 19:03:58,Packet Loss,Info,Routine telemetry scan
Server-DB1,2026-04-18 19:04:01,Memory Utilization High,Info,Routine telemetry scan
Router-2,2026-04-18 19:04:04,High Latency,Info,Routine telemetry scan
Server-DB1,2026-04-18 19:04:07,Memory Utilization High,Info,Routine telemetry scan
Server-App3,2026-04-18 19:04:10,CPU High,Info,Routine telemetry scan
Router-2,2026-04-18 19:04:13,High Latency,Info,Routine telemetry scan
Router-1,2026-04-18 19:04:16,High Latency,Info,Routine telemetry scan
Router-1,2026-04-18 19:04:19,Packet Loss,Info,Routine telemetry scan
Server-App3,2026-04-18 19:04:22,CPU High,Info,Routine telemetry scan
Router-3,2026-04-18 19:04:25,BGP Down,Critical,Peer adjacency failed
Router-3,2026-04-18 19:04:25,Packet Loss,Minor,Secondary network degradation
Router-3,2026-04-18 19:04:25,High Latency,Warning,Secondary network degradation
Router-2,2026-04-18 19:04:28,Packet Loss,Info,Routine telemetry scan
Switch-2,2026-04-18 19:04:31,Port Flapping,Info,Routine telemetry scan
Server-App3,2026-04-18 19:04:34,CPU High,Major,Hardware boundary breached
Server-App3,2026-04-18 19:04:34,Database Disconnect,Minor,Process starving for resources
Server-App3,2026-04-18 19:04:34,Memory Utilization High,Warning,Process starving for resources
Server-App3,2026-04-18 19:04:34,Memory Utilization High,Warning,Process starving for resources
Router-3,2026-04-18 19:04:37,High Latency,Info,Routine telemetry scan
Server-App1,2026-04-18 19:04:40,Memory Utilization High,Info,Routine telemetry scan
Server-App1,2026-04-18 19:04:43,CPU High,Info,Routine telemetry scan
Switch-1,2026-04-18 19:04:46,License Expiry,Warning,Routine telemetry scan
Router-1,2026-04-18 19:04:49,High Latency,Info,Routine telemetry scan
Router-1,2026-04-18 19:04:52,Packet Loss,Info,Routine telemetry scan
Switch-3,2026-04-18 19:04:55,Interface Down,Critical,Uplink trunk disconnected
Switch-3,2026-04-18 19:04:55,Packet Loss,Minor,Link instability detected
Switch-3,2026-04-18 19:04:55,Port Flapping,Warning,Link instability detected
Switch-3,2026-04-18 19:04:58,License Expiry,Warning,Routine telemetry scan
Server-DB1,2026-04-18 19:05:01,CPU High,Info,Routine telemetry scan
Router-3,2026-04-18 19:05:04,Packet Loss,Info,Routine telemetry scan
Router-1,2026-04-18 19:05:07,High Latency,Info,Routine telemetry scan
Switch-1,2026-04-18 19:05:10,Interface Down,Critical,Uplink trunk disconnected
Switch-1,2026-04-18 19:05:10,Port Flapping,Warning,Link instability detected
Switch-1,2026-04-18 19:05:10,Port Flapping,Warning,Link instability detected
Switch-1,2026-04-18 19:05:10,Port Flapping,Warning,Link instability detected
Router-3,2026-04-18 19:05:13,High Latency,Info,Routine telemetry scan
Switch-2,2026-04-18 19:05:16,License Expiry,Warning,Routine telemetry scan
Switch-4,2026-04-18 19:05:19,License Expiry,Warning,Routine telemetry scan
Server-App3,2026-04-18 19:05:22,Memory Utilization High,Info,Routine telemetry scan
Server-App3,2026-04-18 19:05:25,Disk Space Exhausted,Critical,Hardware boundary breached
Server-App3,2026-04-18 19:05:25,Memory Utilization High,Warning,Process starving for resources
Server-App3,2026-04-18 19:05:25,High Latency,Warning,Process starving for resources
Server-App3,2026-04-18 19:05:25,High Latency,Warning,Process starving for resources
Server-DB1,2026-04-18 19:05:28,CPU High,Info,Routine telemetry scan
Switch-2,2026-04-18 19:05:32,Port Flapping,Info,Routine telemetry scan
Switch-3,2026-04-18 19:05:35,Interface Down,Critical,Uplink trunk disconnected
Switch-3,2026-04-18 19:05:35,Port Flapping,Warning,Link instability detected
Switch-3,2026-04-18 19:05:35,Port Flapping,Warning,Link instability detected
Switch-3,2026-04-18 19:05:35,Packet Loss,Minor,Link instability detected
Router-3,2026-04-18 19:05:38,High Latency,Info,Routine telemetry scan
Server-App1,2026-04-18 19:05:41,Memory Utilization High,Info,Routine telemetry scan
Server-App3,2026-04-18 19:05:44,Memory Utilization High,Info,Routine telemetry scan
Router-3,2026-04-18 19:05:47,Packet Loss,Info,Routine telemetry scan
Switch-3,2026-04-18 19:05:50,License Expiry,Warning,Routine telemetry scan
Router-2,2026-04-18 19:05:53,Interface Down,Critical,Peer adjacency failed
Router-2,2026-04-18 19:05:53,High Latency,Warning,Secondary network degradation
Router-2,2026-04-18 19:05:53,Packet Loss,Minor,Secondary network degradation
Router-2,2026-04-18 19:05:53,High Latency,Warning,Secondary network degradation
Router-2,2026-04-18 19:05:53,High Latency,Warning,Secondary network degradation
Switch-1,2026-04-18 19:05:56,Port Flapping,Info,Routine telemetry scan
Router-2,2026-04-18 19:05:59,High Latency,Info,Routine telemetry scan
Switch-3,2026-04-18 19:06:02,License Expiry,Warning,Routine telemetry scan
Switch-4,2026-04-18 19:06:05,Port Flapping,Info,Routine telemetry scan
Router-2,2026-04-18 19:06:08,Interface Down,Critical,Peer adjacency failed
Router-2,2026-04-18 19:06:08,High Latency,Warning,Secondary network degradation
Router-2,2026-04-18 19:06:08,High Latency,Warning,Secondary network degradation
Router-2,2026-04-18 19:06:08,High Latency,Warning,Secondary network degradation
Server-DB1,2026-04-18 19:06:11,Disk Space Exhausted,Critical,Hardware boundary breached
Server-DB1,2026-04-18 19:06:11,High Latency,Warning,Process starving for resources
Server-DB1,2026-04-18 19:06:11,Database Disconnect,Minor,Process starving for resources
Switch-2,2026-04-18 19:06:14,Interface Down,Critical,Uplink trunk disconnected
Switch-2,2026-04-18 19:06:14,Packet Loss,Minor,Link instability detected
Switch-2,2026-04-18 19:06:14,Port Flapping,Warning,Link instability detected
Router-2,2026-04-18 19:06:17,High Latency,Info,Routine telemetry scan
Server-App1,2026-04-18 19:06:20,Memory Utilization High,Info,Routine telemetry scan
Switch-2,2026-04-18 19:06:23,Port Flapping,Info,Routine telemetry scan
Server-DB1,2026-04-18 19:06:26,Memory Utilization High,Info,Routine telemetry scan
Switch-3,2026-04-18 19:06:29,Port Flapping,Info,Routine telemetry scan
Switch-1,2026-04-18 19:06:32,License Expiry,Warning,Routine telemetry scan
Switch-1,2026-04-18 19:06:35,Interface Down,Critical,Uplink trunk disconnected
Switch-1,2026-04-18 19:06:35,Port Flapping,Warning,Link instability detected
Switch-1,2026-04-18 19:06:35,Packet Loss,Minor,Link instability detected
Switch-1,2026-04-18 19:06:35,Port Flapping,Warning,Link instability detected
Server-App2,2026-04-18 19:06:38,CPU High,Info,Routine telemetry scan
Router-2,2026-04-18 19:06:41,High Latency,Info,Routine telemetry scan
Switch-3,2026-04-18 19:06:44,Port Flapping,Info,Routine telemetry scan
Server-DB1,2026-04-18 19:06:47,Memory Utilization High,Info,Routine telemetry scan
Router-3,2026-04-18 19:06:50,High Latency,Info,Routine telemetry scan
Router-3,2026-04-18 19:06:53,High Latency,Info,Routine telemetry scan
Switch-3,2026-04-18 19:06:56,License Expiry,Warning,Routine telemetry scan
